230124_fiber-opt* 03:31:45 Parameters 2.000000,2.000000,2.000000,3.000000,3.000000,2.000000,2.000000,3.000000,1.000000,3.000000,1.000000,2.000000,4.000000,2.000000,4.000000,1.000000,4.000000,3.000000,3.000000,4.000000,2.000000,4.000000,4.000000,3.000000,1.000000,3.000000,13.000000 Objectives 1126.36869467594
230124_fiber-opt* 03:31:47 Parameters 2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,14.000000 Objectives 1326.36869467594
230124_fiber-opt* 03:31:48 Parameters 0.000000,0.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,1.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,10.000000 Objectives 1326.36869467594
230124_fiber-opt* 03:31:49 Parameters 0.000000,0.000000,4.000000,1.000000,4.000000,4.000000,4.000000,1.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,1.000000,4.000000,1.000000,4.000000,1.000000,4.000000,1.000000,4.000000,4.000000,10.000000 Objectives 1126.36869467594
230124_fiber-opt* 03:31:50 Parameters 4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,1.000000,4.000000,1.000000,3.000000,4.000000,1.000000,4.000000,1.000000,1.000000,1.000000,1.000000,1.000000,4.000000,4.000000,4.000000,4.000000,1.000000,2.000000,4.000000,4.000000,10.000000 Objectives 1026.36869467594
230124_fiber-opt* 03:31:51 Parameters 3.000000,1.000000,2.000000,1.000000,3.000000,4.000000,1.000000,4.000000,2.000000,2.000000,1.000000,4.000000,4.000000,3.000000,2.000000,3.000000,3.000000,1.000000,2.000000,3.000000,2.000000,3.000000,1.000000,3.000000,2.000000,2.000000,12.000000 Objectives 1126.36869467594
230124_fiber-opt* 03:31:52 Parameters 1.000000,3.000000,2.000000,1.000000,3.000000,2.000000,2.000000,4.000000,2.000000,1.000000,1.000000,2.000000,4.000000,3.000000,1.000000,3.000000,3.000000,1.000000,2.000000,4.000000,1.000000,1.000000,3.000000,3.000000,4.000000,2.000000,16.000000 Objectives 1026.36869467594
230124_fiber-opt* 03:31:53 Parameters 4.000000,0.000000,4.000000,1.000000,1.000000,4.000000,1.000000,1.000000,4.000000,1.000000,1.000000,4.000000,1.000000,4.000000,1.000000,1.000000,1.000000,4.000000,1.000000,4.000000,1.000000,4.000000,4.000000,4.000000,1.000000,1.000000,18.000000 Objectives 1326.36869467594
230124_fiber-opt* 03:31:55 Parameters 0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,1.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,1.000000,1.000000,1.000000,4.000000,1.000000,18.000000 Objectives 1026.36869467594
230124_fiber-opt* 03:31:56 Parameters 4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,1.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,3.000000,3.000000,4.000000,1.000000,4.000000,4.000000,18.000000 Objectives 1026.36869467594
230124_fiber-opt* 03:31:57 Parameters 4.000000,0.000000,1.000000,1.000000,4.000000,4.000000,1.000000,1.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,3.000000,1.000000,4.000000,1.000000,4.000000,1.000000,1.000000,4.000000,4.000000,4.000000,1.000000,4.000000,18.000000 Objectives 1426.36869467594
230124_fiber-opt* 03:31:58 Parameters 1.000000,3.000000,2.000000,1.000000,4.000000,2.000000,1.000000,4.000000,1.000000,1.000000,2.000000,2.000000,2.000000,4.000000,2.000000,3.000000,1.000000,2.000000,2.000000,3.000000,2.000000,3.000000,3.000000,3.000000,2.000000,1.000000,12.000000 Objectives 1026.36869467594
230124_fiber-opt* 03:31:59 Parameters 3.000000,1.000000,2.000000,2.000000,4.000000,2.000000,2.000000,4.000000,2.000000,1.000000,2.000000,2.000000,4.000000,3.000000,2.000000,1.000000,1.000000,1.000000,1.000000,4.000000,1.000000,1.000000,1.000000,3.000000,2.000000,1.000000,16.000000 Objectives 1126.36869467594
230124_fiber-opt* 03:32:01 Parameters 0.000000,4.000000,1.000000,1.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,1.000000,4.000000,4.000000,1.000000,4.000000,1.000000,1.000000,1.000000,4.000000,1.000000,1.000000,4.000000,1.000000,4.000000,4.000000,1.000000,10.000000 Objectives 1126.36869467594
230124_fiber-opt* 03:32:02 Parameters 4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,1.000000,4.000000,1.000000,4.000000,1.000000,4.000000,4.000000,4.000000,1.000000,1.000000,4.000000,4.000000,4.000000,3.000000,4.000000,1.000000,1.000000,18.000000 Objectives 1226.36869467594
230124_fiber-opt* 03:32:03 Parameters 0.000000,4.000000,1.000000,4.000000,4.000000,1.000000,1.000000,4.000000,4.000000,1.000000,1.000000,4.000000,4.000000,1.000000,1.000000,1.000000,4.000000,4.000000,1.000000,1.000000,4.000000,4.000000,1.000000,1.000000,4.000000,4.000000,18.000000 Objectives 1026.36869467594
230124_fiber-opt* 03:32:04 Parameters 4.000000,0.000000,4.000000,1.000000,1.000000,1.000000,4.000000,3.000000,1.000000,1.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,1.000000,4.000000,4.000000,1.000000,4.000000,1.000000,18.000000 Objectives 1126.36869467594
230124_fiber-opt* 03:32:05 Parameters 1.000000,3.000000,1.000000,2.000000,3.000000,2.000000,2.000000,2.000000,2.000000,1.000000,2.000000,4.000000,4.000000,4.000000,1.000000,3.000000,3.000000,1.000000,2.000000,4.000000,2.000000,3.000000,1.000000,3.000000,2.000000,2.000000,16.000000 Objectives 1326.36869467594
230124_fiber-opt* 03:32:06 Parameters 1.000000,1.000000,1.000000,1.000000,3.000000,4.000000,2.000000,2.000000,1.000000,1.000000,2.000000,2.000000,4.000000,4.000000,2.000000,3.000000,1.000000,2.000000,1.000000,4.000000,2.000000,3.000000,1.000000,3.000000,4.000000,2.000000,12.000000 Objectives 926.368694675941
230124_fiber-opt* 03:32:08 Parameters 4.000000,4.000000,1.000000,1.000000,4.000000,4.000000,4.000000,4.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,4.000000,4.000000,4.000000,1.000000,1.000000,4.000000,1.000000,4.000000,1.000000,4.000000,4.000000,10.000000 Objectives 926.368694675941
230124_fiber-opt* 03:32:09 Parameters 1.000000,1.000000,3.000000,1.000000,4.000000,4.000000,1.000000,2.000000,2.000000,1.000000,1.000000,3.000000,3.000000,4.000000,1.000000,1.000000,3.000000,1.000000,2.000000,3.000000,2.000000,1.000000,3.000000,1.000000,3.000000,1.000000,13.000000 Objectives 1326.36869467594
230124_fiber-opt* 03:32:10 Parameters 3.000000,2.000000,1.000000,1.000000,3.000000,2.000000,1.000000,3.000000,1.000000,1.000000,3.000000,4.000000,4.000000,3.000000,2.000000,2.000000,2.000000,1.000000,2.000000,3.000000,1.000000,3.000000,2.000000,1.000000,4.000000,1.000000,14.000000 Objectives 1326.36869467594
230124_fiber-opt* 03:32:11 Parameters 2.000000,2.000000,1.000000,1.000000,4.000000,3.000000,1.000000,4.000000,1.000000,1.000000,1.000000,4.000000,2.000000,4.000000,1.000000,2.000000,2.000000,2.000000,1.000000,4.000000,1.000000,2.000000,2.000000,2.000000,3.000000,2.000000,14.000000 Objectives 826.368694675941
230124_fiber-opt* 03:32:12 Parameters 2.000000,2.000000,1.000000,1.000000,4.000000,4.000000,1.000000,3.000000,1.000000,1.000000,1.000000,3.000000,3.000000,4.000000,1.000000,2.000000,2.000000,1.000000,1.000000,4.000000,1.000000,2.000000,2.000000,2.000000,3.000000,1.000000,14.000000 Objectives 1026.36869467594
230124_fiber-opt* 03:32:14 Parameters 0.000000,4.000000,4.000000,1.000000,1.000000,4.000000,4.000000,4.000000,1.000000,4.000000,1.000000,1.000000,1.000000,1.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,1.000000,1.000000,4.000000,4.000000,4.000000,10.000000 Objectives 1226.36869467594
230124_fiber-opt* 03:32:15 Parameters 0.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,1.000000,1.000000,2.000000,1.000000,1.000000,4.000000,4.000000,1.000000,4.000000,1.000000,4.000000,4.000000,1.000000,1.000000,1.000000,4.000000,4.000000,18.000000 Objectives 1026.36869467594
230124_fiber-opt* 03:32:16 Parameters 4.000000,4.000000,1.000000,4.000000,4.000000,2.000000,4.000000,4.000000,1.000000,1.000000,1.000000,1.000000,4.000000,4.000000,1.000000,1.000000,1.000000,4.000000,1.000000,4.000000,4.000000,1.000000,1.000000,1.000000,4.000000,4.000000,11.000000 Objectives 1126.36869467594
230124_fiber-opt* 03:32:17 Parameters 1.000000,2.000000,1.000000,1.000000,4.000000,3.000000,1.000000,4.000000,1.000000,1.000000,1.000000,2.000000,3.000000,4.000000,1.000000,3.000000,1.000000,2.000000,1.000000,4.000000,1.000000,2.000000,1.000000,3.000000,4.000000,2.000000,13.000000 Objectives 1226.36869467594
230124_fiber-opt* 03:32:18 Parameters 3.000000,1.000000,1.000000,1.000000,4.000000,2.000000,2.000000,2.000000,1.000000,1.000000,1.000000,4.000000,2.000000,4.000000,1.000000,3.000000,3.000000,2.000000,1.000000,4.000000,2.000000,1.000000,3.000000,3.000000,2.000000,1.000000,12.000000 Objectives 1026.36869467594
230124_fiber-opt* 03:32:20 Parameters 4.000000,0.000000,4.000000,4.000000,1.000000,4.000000,4.000000,1.000000,4.000000,1.000000,1.000000,1.000000,4.000000,1.000000,4.000000,4.000000,1.000000,4.000000,4.000000,1.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,10.000000 Objectives 926.368694675941
230124_fiber-opt* 03:32:21 Parameters 4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,1.000000,1.000000,1.000000,4.000000,1.000000,4.000000,4.000000,2.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,16.000000 Objectives 1226.36869467594
230124_fiber-opt* 03:32:22 Parameters 4.000000,0.000000,1.000000,4.000000,1.000000,4.000000,4.000000,4.000000,1.000000,1.000000,1.000000,4.000000,2.000000,1.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,2.000000,1.000000,4.000000,4.000000,10.000000 Objectives 1426.36869467594
230124_fiber-opt* 03:32:23 Parameters 0.000000,4.000000,1.000000,1.000000,4.000000,1.000000,4.000000,4.000000,1.000000,1.000000,4.000000,2.000000,1.000000,1.000000,1.000000,2.000000,2.000000,4.000000,1.000000,2.000000,4.000000,1.000000,4.000000,3.000000,4.000000,4.000000,17.000000 Objectives 1426.36869467594
230124_fiber-opt* 03:32:25 Parameters 2.000000,2.000000,1.000000,1.000000,4.000000,3.000000,1.000000,4.000000,1.000000,1.000000,1.000000,4.000000,2.000000,4.000000,1.000000,2.000000,2.000000,2.000000,1.000000,4.000000,1.000000,2.000000,2.000000,2.000000,3.000000,1.000000,14.000000 Objectives 826.368694675941
230124_fiber-opt* 03:32:26 Parameters 2.000000,2.000000,1.000000,1.000000,4.000000,2.000000,1.000000,4.000000,1.000000,1.000000,1.000000,4.000000,2.000000,4.000000,2.000000,2.000000,2.000000,2.000000,1.000000,4.000000,1.000000,2.000000,3.000000,2.000000,3.000000,1.000000,14.000000 Objectives 1226.36869467594
230124_fiber-opt* 03:32:28 Parameters 0.000000,0.000000,4.000000,1.000000,4.000000,4.000000,4.000000,1.000000,1.000000,1.000000,1.000000,1.000000,4.000000,1.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,1.000000,2.000000,10.000000 Objectives 1626.36869467594
230124_fiber-opt* 03:32:29 Parameters 4.000000,4.000000,1.000000,4.000000,1.000000,4.000000,1.000000,4.000000,4.000000,4.000000,1.000000,1.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,1.000000,1.000000,4.000000,4.000000,2.000000,1.000000,4.000000,4.000000,10.000000 Objectives 926.368694675941
230124_fiber-opt* 03:32:30 Parameters 4.000000,4.000000,2.000000,4.000000,1.000000,4.000000,1.000000,4.000000,4.000000,4.000000,2.000000,4.000000,3.000000,4.000000,4.000000,4.000000,1.000000,4.000000,1.000000,1.000000,3.000000,1.000000,1.000000,1.000000,4.000000,4.000000,18.000000 Objectives 1126.36869467594
230124_fiber-opt* 03:32:31 Parameters 4.000000,4.000000,4.000000,4.000000,3.000000,4.000000,2.000000,1.000000,4.000000,4.000000,4.000000,1.000000,4.000000,3.000000,4.000000,1.000000,1.000000,4.000000,4.000000,1.000000,4.000000,1.000000,3.000000,3.000000,4.000000,4.000000,10.000000 Objectives 1226.36869467594
230124_fiber-opt* 03:32:33 Parameters 2.000000,2.000000,1.000000,1.000000,4.000000,3.000000,1.000000,4.000000,1.000000,1.000000,1.000000,4.000000,2.000000,4.000000,1.000000,2.000000,2.000000,2.000000,1.000000,4.000000,1.000000,2.000000,1.000000,2.000000,3.000000,1.000000,14.000000 Objectives 826.368694675941
230124_fiber-opt* 03:32:34 Parameters 3.000000,1.000000,1.000000,1.000000,3.000000,2.000000,1.000000,2.000000,1.000000,2.000000,1.000000,2.000000,4.000000,4.000000,1.000000,1.000000,1.000000,1.000000,1.000000,4.000000,1.000000,3.000000,1.000000,1.000000,2.000000,1.000000,12.000000 Objectives 1026.36869467594
230124_fiber-opt* 03:32:36 Parameters 0.000000,0.000000,1.000000,1.000000,1.000000,3.000000,1.000000,1.000000,1.000000,1.000000,4.000000,1.000000,4.000000,4.000000,1.000000,4.000000,1.000000,1.000000,1.000000,3.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,10.000000 Objectives 1126.36869467594
230124_fiber-opt* 03:32:37 Parameters 2.000000,2.000000,1.000000,1.000000,4.000000,3.000000,2.000000,3.000000,2.000000,1.000000,1.000000,3.000000,2.000000,4.000000,1.000000,1.000000,2.000000,1.000000,2.000000,3.000000,1.000000,3.000000,2.000000,3.000000,4.000000,1.000000,14.000000 Objectives 826.368694675941
230124_fiber-opt* 03:32:38 Parameters 2.000000,2.000000,1.000000,2.000000,4.000000,3.000000,1.000000,3.000000,1.000000,1.000000,1.000000,3.000000,2.000000,3.000000,1.000000,2.000000,2.000000,1.000000,1.000000,4.000000,1.000000,3.000000,2.000000,1.000000,3.000000,1.000000,14.000000 Objectives 1026.36869467594
230124_fiber-opt* 03:32:39 Parameters 2.000000,2.000000,1.000000,1.000000,4.000000,3.000000,1.000000,3.000000,1.000000,1.000000,1.000000,3.000000,3.000000,4.000000,1.000000,2.000000,2.000000,2.000000,1.000000,4.000000,1.000000,2.000000,2.000000,2.000000,3.000000,1.000000,14.000000 Objectives 926.368694675941
230124_fiber-opt* 03:32:41 Parameters 4.000000,4.000000,1.000000,1.000000,2.000000,4.000000,4.000000,4.000000,4.000000,1.000000,1.000000,1.000000,1.000000,4.000000,1.000000,1.000000,1.000000,3.000000,1.000000,1.000000,1.000000,4.000000,1.000000,2.000000,4.000000,4.000000,10.000000 Objectives 926.368694675941
230124_fiber-opt* 03:32:42 Parameters 4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,3.000000,4.000000,4.000000,4.000000,1.000000,4.000000,1.000000,4.000000,4.000000,1.000000,1.000000,4.000000,4.000000,1.000000,3.000000,4.000000,1.000000,3.000000,4.000000,2.000000,14.000000 Objectives 1126.36869467594
230124_fiber-opt* 03:32:43 Parameters 4.000000,4.000000,1.000000,1.000000,1.000000,4.000000,2.000000,4.000000,4.000000,1.000000,1.000000,1.000000,4.000000,4.000000,1.000000,4.000000,1.000000,1.000000,1.000000,3.000000,4.000000,4.000000,2.000000,1.000000,4.000000,1.000000,10.000000 Objectives 1326.36869467594
230124_fiber-opt* 03:32:44 Parameters 3.000000,2.000000,1.000000,1.000000,4.000000,4.000000,2.000000,4.000000,1.000000,1.000000,1.000000,4.000000,2.000000,4.000000,1.000000,1.000000,2.000000,2.000000,1.000000,3.000000,1.000000,3.000000,1.000000,3.000000,4.000000,2.000000,14.000000 Objectives 1526.36869467594
230124_fiber-opt* 03:32:45 Parameters 2.000000,2.000000,1.000000,1.000000,4.000000,3.000000,1.000000,3.000000,1.000000,1.000000,1.000000,3.000000,2.000000,4.000000,1.000000,2.000000,2.000000,1.000000,1.000000,4.000000,1.000000,2.000000,2.000000,2.000000,3.000000,1.000000,14.000000 Objectives 826.368694675941
230124_fiber-opt* 03:32:48 Parameters 2.000000,2.000000,1.000000,1.000000,4.000000,3.000000,1.000000,3.000000,2.000000,1.000000,1.000000,3.000000,2.000000,4.000000,1.000000,2.000000,2.000000,1.000000,1.000000,4.000000,1.000000,2.000000,2.000000,2.000000,3.000000,1.000000,14.000000 Objectives 826.368694675941
230124_fiber-opt* 03:32:49 Parameters 0.000000,4.000000,1.000000,4.000000,3.000000,1.000000,3.000000,4.000000,4.000000,4.000000,1.000000,1.000000,1.000000,4.000000,4.000000,1.000000,1.000000,4.000000,4.000000,1.000000,1.000000,4.000000,1.000000,1.000000,1.000000,4.000000,10.000000 Objectives 1226.36869467594
230124_fiber-opt* 03:32:50 Parameters 3.000000,4.000000,1.000000,4.000000,4.000000,4.000000,1.000000,1.000000,4.000000,3.000000,1.000000,1.000000,1.000000,1.000000,1.000000,4.000000,1.000000,4.000000,1.000000,3.000000,1.000000,2.000000,3.000000,2.000000,4.000000,4.000000,10.000000 Objectives 1026.36869467594
230124_fiber-opt* 03:32:52 Parameters 0.000000,4.000000,1.000000,4.000000,4.000000,4.000000,1.000000,3.000000,4.000000,3.000000,1.000000,1.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,1.000000,1.000000,1.000000,1.000000,4.000000,1.000000,18.000000 Objectives 926.368694675941
230124_fiber-opt* 03:32:53 Parameters 2.000000,2.000000,1.000000,1.000000,4.000000,3.000000,1.000000,3.000000,2.000000,1.000000,1.000000,3.000000,2.000000,4.000000,1.000000,2.000000,2.000000,1.000000,2.000000,4.000000,1.000000,2.000000,2.000000,2.000000,3.000000,1.000000,14.000000 Objectives 1026.36869467594
230124_fiber-opt* 03:32:54 Parameters 1.000000,2.000000,1.000000,1.000000,4.000000,2.000000,2.000000,3.000000,2.000000,1.000000,1.000000,3.000000,2.000000,4.000000,1.000000,1.000000,2.000000,1.000000,1.000000,4.000000,1.000000,3.000000,2.000000,3.000000,3.000000,1.000000,13.000000 Objectives 1026.36869467594
230124_fiber-opt* 03:33:08 Parameters 2.000000,2.000000,1.000000,1.000000,4.000000,3.000000,1.000000,4.000000,1.000000,1.000000,1.000000,4.000000,2.000000,4.000000,1.000000,2.000000,2.000000,1.000000,1.000000,4.000000,1.000000,2.000000,2.000000,2.000000,3.000000,1.000000,14.000000 Objectives 826.368694675941
230124_fiber-opt* 03:33:10 Parameters 0.000000,4.000000,1.000000,4.000000,1.000000,4.000000,3.000000,3.000000,4.000000,4.000000,1.000000,3.000000,4.000000,1.000000,4.000000,1.000000,4.000000,4.000000,1.000000,4.000000,1.000000,2.000000,4.000000,1.000000,4.000000,4.000000,18.000000 Objectives 1026.36869467594
230124_fiber-opt* 03:33:11 Parameters 0.000000,1.000000,1.000000,4.000000,1.000000,4.000000,3.000000,1.000000,4.000000,4.000000,1.000000,1.000000,1.000000,1.000000,4.000000,4.000000,1.000000,4.000000,2.000000,1.000000,1.000000,1.000000,3.000000,1.000000,4.000000,2.000000,18.000000 Objectives 1026.36869467594
230124_fiber-opt* 03:33:12 Parameters 0.000000,4.000000,1.000000,4.000000,1.000000,4.000000,1.000000,2.000000,4.000000,4.000000,1.000000,1.000000,4.000000,2.000000,4.000000,4.000000,1.000000,4.000000,1.000000,4.000000,1.000000,1.000000,2.000000,1.000000,4.000000,4.000000,15.000000 Objectives 1326.36869467594
230124_fiber-opt* 03:33:13 Parameters 2.000000,2.000000,1.000000,1.000000,4.000000,3.000000,1.000000,4.000000,1.000000,1.000000,1.000000,3.000000,2.000000,4.000000,1.000000,2.000000,2.000000,1.000000,1.000000,4.000000,1.000000,2.000000,2.000000,2.000000,3.000000,1.000000,14.000000 Objectives 826.368694675941
230124_fiber-opt* 03:33:14 Parameters 2.000000,2.000000,1.000000,1.000000,4.000000,3.000000,1.000000,4.000000,2.000000,1.000000,1.000000,3.000000,2.000000,4.000000,1.000000,2.000000,2.000000,1.000000,1.000000,4.000000,1.000000,2.000000,2.000000,2.000000,3.000000,1.000000,14.000000 Objectives 826.368694675941
230124_fiber-opt* 03:33:18 Parameters 2.000000,2.000000,1.000000,1.000000,4.000000,3.000000,1.000000,4.000000,1.000000,1.000000,1.000000,4.000000,2.000000,4.000000,1.000000,2.000000,2.000000,1.000000,1.000000,4.000000,1.000000,2.000000,1.000000,2.000000,3.000000,1.000000,14.000000 Objectives 826.368694675941
230124_fiber-opt* 03:33:19 Parameters 2.000000,1.000000,2.000000,2.000000,4.000000,3.000000,2.000000,3.000000,1.000000,1.000000,2.000000,3.000000,3.000000,4.000000,1.000000,3.000000,1.000000,1.000000,1.000000,3.000000,1.000000,3.000000,2.000000,1.000000,2.000000,1.000000,13.000000 Objectives 926.368694675941
230124_fiber-opt* 03:33:20 Parameters 1.000000,3.000000,1.000000,1.000000,4.000000,3.000000,2.000000,3.000000,1.000000,1.000000,1.000000,3.000000,3.000000,3.000000,1.000000,1.000000,1.000000,1.000000,1.000000,3.000000,2.000000,1.000000,2.000000,1.000000,2.000000,2.000000,15.000000 Objectives 826.368694675941
230124_fiber-opt* 03:33:21 Parameters 3.000000,3.000000,2.000000,2.000000,4.000000,3.000000,2.000000,3.000000,1.000000,2.000000,2.000000,3.000000,3.000000,4.000000,1.000000,1.000000,1.000000,1.000000,1.000000,4.000000,2.000000,1.000000,2.000000,1.000000,4.000000,1.000000,13.000000 Objectives 1126.36869467594
230124_fiber-opt* 03:33:22 Parameters 1.000000,1.000000,2.000000,1.000000,4.000000,3.000000,2.000000,3.000000,1.000000,2.000000,2.000000,3.000000,3.000000,3.000000,1.000000,3.000000,3.000000,1.000000,1.000000,4.000000,1.000000,3.000000,2.000000,1.000000,2.000000,2.000000,15.000000 Objectives 926.368694675941
230124_fiber-opt* 03:33:23 Parameters 3.000000,1.000000,1.000000,1.000000,4.000000,3.000000,1.000000,4.000000,2.000000,2.000000,1.000000,3.000000,4.000000,3.000000,1.000000,1.000000,3.000000,1.000000,1.000000,4.000000,2.000000,3.000000,2.000000,3.000000,4.000000,1.000000,13.000000 Objectives 1226.36869467594
230124_fiber-opt* 03:33:25 Parameters 0.000000,4.000000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,1.000000,4.000000,1.000000,4.000000,1.000000,4.000000,1.000000,1.000000,4.000000,1.000000,2.000000,1.000000,4.000000,1.000000,1.000000,1.000000,18.000000 Objectives 926.368694675941
230124_fiber-opt* 03:33:26 Parameters 0.000000,1.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,1.000000,4.000000,4.000000,1.000000,1.000000,3.000000,1.000000,4.000000,1.000000,2.000000,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,18.000000 Objectives 1226.36869467594
230124_fiber-opt* 03:33:27 Parameters 0.000000,4.000000,1.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,1.000000,1.000000,1.000000,1.000000,4.000000,4.000000,2.000000,1.000000,1.000000,1.000000,2.000000,4.000000,1.000000,1.000000,1.000000,1.000000,2.000000,18.000000 Objectives 926.368694675941
230124_fiber-opt* 03:33:28 Parameters 1.000000,2.000000,1.000000,1.000000,4.000000,3.000000,2.000000,4.000000,1.000000,1.000000,1.000000,3.000000,2.000000,4.000000,1.000000,2.000000,1.000000,1.000000,1.000000,4.000000,1.000000,1.000000,1.000000,1.000000,2.000000,1.000000,15.000000 Objectives 726.368694675941
